player_name,team_id,old_start_prob,new_start_prob,conditional_start_prob,availability_prob,availability_risk,appearance_prob,round_specific_rotation_risk,start_signal_context_note,old_start_prob_source,new_start_prob_source
Mikel Merino,ESP,0.5559,0.5559,0.6029,0.7773,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Rodri Hernandez,ESP,0.382,0.382,0.4179,0.7546,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Marcos Llorente,ESP,0.2905,0.2905,0.3378,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Fabian Ruiz,ESP,0.8178,0.8178,0.899,0.7421,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Jesper Karlström,SWE,0.5097,0.5097,0.5927,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Mattias Svanberg,SWE,0.3301,0.3301,0.375,0.6582,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Ken Sema,SWE,0.3107,0.3107,0.3508,0.6731,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Alexander Bernhardsson,SWE,0.3744,0.3744,0.4354,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Taha Abdi Ali,SWE,0.043,0.043,0.05,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Yasin Ayari,SWE,0.8753,0.8753,0.9519,0.7701,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Lucas Bergvall,SWE,0.2777,0.2777,0.3096,0.705,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Besfort Zeneli,SWE,0.0451,0.0451,0.05,0.719,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Ibrahim Maza,ALG,0.3259,0.3259,0.3769,0.6133,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Ramiz Zerrouki,ALG,0.5767,0.5767,0.6572,0.6503,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Yassine Titraoui,ALG,0.2481,0.2481,0.2885,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Himad Abdelli,ALG,0.5084,0.5084,0.5911,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Fares Chaibi,ALG,0.3454,0.3454,0.3956,0.6374,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Hicham Boudaoui,ALG,0.5508,0.5508,0.6405,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Adil Aouchiche,ALG,0.0464,0.0464,0.05,0.7934,unknown,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Houssem Aouar,ALG,0.7734,0.7734,0.8993,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Ismael Bennacer,ALG,0.6012,0.6012,0.6991,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Rodrigo de Paul,ARG,0.4556,0.4556,0.468,0.9239,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Leandro Paredes,ARG,0.3707,0.3707,0.3886,0.8677,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Giovani Lo Celso,ARG,0.8292,0.55,0.65,0.85,medium_risk,0.85,high,"Manual context review: not in Bold expected Argentina starting XI; recent national-team usage includes mixed starts, bench appearances and injury/absence context. Downgraded from likely starter to uncertain rotation option.",transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06+context_override
Exequiel Palacios,ARG,0.0474,0.0474,0.05,0.8502,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Nico Paz,ARG,0.2902,0.2902,0.3055,0.8567,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Alan Varela,ARG,0.0452,0.0452,0.05,0.7283,unknown,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Franco Mastantuono,ARG,0.046,0.046,0.05,0.7736,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Paul Okon-Engstler,AUS,0.0476,0.0476,0.05,0.8611,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Enzo Fernandez,ARG,0.8911,0.8911,0.9498,0.8235,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Thiago Almada,ARG,0.7556,0.7556,0.8786,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Connor Metcalfe,AUS,0.8821,0.8821,0.9511,0.7927,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Riley McGree,AUS,0.5538,0.5538,0.6049,0.7588,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Alexis Mac Allister,ARG,0.8573,0.8573,0.9255,0.7894,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Aiden O'Neill,AUS,0.8776,0.8776,0.9018,0.9236,low_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Patrick Yazbek,AUS,0.0435,0.0435,0.05,0.63,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Alexander 'Alex' Robertson,AUS,0.0386,0.0386,0.05,0.35,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Casemiro,BRA,0.824,0.824,0.9582,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Ajdin Hrustic,AUS,0.3092,0.3092,0.3596,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Bruno Guimaraes,BRA,0.8763,0.8763,0.9358,0.8183,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Lucas Paqueta,BRA,0.1625,0.1625,0.1802,0.7195,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Christ Inao Oulaï,CIV,0.369,0.369,0.3807,0.9127,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Parfait Guiagon,CIV,0.2891,0.2891,0.3322,0.6295,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Ibrahim Sangare,CIV,0.1733,0.1733,0.1928,0.7111,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Jean Michael Seri,CIV,0.375,0.375,0.4056,0.7844,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Franck Kessie,CIV,0.6905,0.6905,0.7251,0.8637,low_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Declan Rice,ENG,0.9181,0.9181,0.9556,0.8878,low_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Seko Fofana,CIV,0.5514,0.5514,0.6412,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Jordan Henderson,ENG,0.3107,0.3107,0.3541,0.6492,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Elliot Anderson,ENG,0.6712,0.6712,0.7259,0.7848,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Jude Bellingham,ENG,0.4054,0.4054,0.4372,0.792,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Eberechi Eze,ENG,0.2735,0.2735,0.2917,0.822,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Kobbie Mainoo,ENG,0.3467,0.3467,0.4031,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Elisha Owusu,GHA,0.3014,0.3014,0.3504,0.6007,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Morgan Rogers,ENG,0.6053,0.6053,0.6406,0.8426,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Ibrahim Sulemana,GHA,0.1084,0.1084,0.1224,0.6724,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Kwasi Sibo,GHA,0.6695,0.6695,0.7186,0.8047,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Thomas Partey,GHA,0.8558,0.8558,0.9696,0.6647,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Wataru Endo,JPN,0.615,0.615,0.6709,0.7621,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Daichi Kamada,JPN,0.5667,0.5667,0.6344,0.695,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Takefusa Kubo,JPN,0.8055,0.8055,0.8751,0.7725,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Junya Ito,JPN,0.5583,0.5583,0.6179,0.7245,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Ritsu Doan,JPN,0.5939,0.5939,0.658,0.7218,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Kaishu Sano,JPN,0.3276,0.3276,0.3806,0.6023,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Keito Nakamura,JPN,0.5588,0.5588,0.6045,0.7839,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Hyun-Jun Yang,KOR,0.043,0.043,0.05,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Ao Tanaka,JPN,0.5578,0.5578,0.6251,0.6926,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Jens Castrop,KOR,0.3228,0.3228,0.3345,0.9,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
In-beom Hwang,KOR,0.6855,0.6855,0.7358,0.8049,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Kang-In Lee,KOR,0.3947,0.3947,0.4378,0.7189,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Seung-Ho Paik,KOR,0.509,0.509,0.5918,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Ji-sung Eom,KOR,0.043,0.043,0.05,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Dong-gyeong Lee,KOR,0.7198,0.7198,0.837,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Jun-ho Bae,KOR,0.5038,0.5038,0.5842,0.6067,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Jin-gyu Kim,KOR,0.5357,0.5357,0.6229,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Jin-seob Park,KOR,0.0678,0.0678,0.0736,0.7768,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Jae-Sung Lee,KOR,0.6458,0.6458,0.6817,0.8494,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Hee-Chan Hwang,KOR,0.3791,0.3791,0.4099,0.7853,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Brian Gutierrez,MEX,0.6683,0.6683,0.6916,0.9038,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Denzell Garcia,MEX,0.043,0.043,0.05,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Erik Lira,MEX,0.5447,0.5447,0.6244,0.6349,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Alvaro Fidalgo,MEX,0.8834,0.8834,0.97,0.7449,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Obed Vargas,MEX,0.0619,0.0619,0.072,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Erick Sanchez,MEX,0.0926,0.0926,0.1076,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Roberto Alvarado,MEX,0.5756,0.5756,0.6356,0.7303,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Carlos Rodriguez,MEX,0.0861,0.0861,0.0924,0.8064,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Callum McCowatt,NZL,0.6035,0.6035,0.6674,0.7264,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Orbelin Pineda,MEX,0.3375,0.3375,0.3657,0.78,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Elijah Just,NZL,0.8821,0.8821,0.9207,0.88,low_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Joe Bell,NZL,0.4066,0.4066,0.4601,0.6678,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Ryan Thomas,NZL,0.6186,0.6186,0.7193,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Sarpreet Singh,NZL,0.8533,0.8533,0.97,0.6562,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Marko Stamenic,NZL,0.9003,0.9003,0.97,0.7947,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Matthew Garbett,NZL,0.4204,0.4204,0.456,0.7767,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Alex Rufer,NZL,0.3208,0.3208,0.3499,0.762,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Ben Old,NZL,0.5972,0.5972,0.6445,0.7901,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Lachlan Bayliss,NZL,0.047,0.047,0.05,0.8288,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Miguel Almiron,PAR,0.9117,0.9117,0.97,0.8282,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Andres Cubas,PAR,0.6488,0.6488,0.7205,0.7154,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Lucas Ramon Romero,PAR,0.2739,0.2739,0.286,0.8786,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Damian Bobadilla,PAR,0.6124,0.6124,0.6326,0.9087,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Matias Galarza Fonda,PAR,0.2629,0.2629,0.2981,0.6628,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Ramon Sosa,PAR,0.34,0.34,0.3529,0.8956,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Hugo Cuenca,PAR,0.2562,0.2562,0.3062,0.5333,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Diego Gomez,PAR,0.8953,0.8953,0.9611,0.8044,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Braian Ojeda,PAR,0.4927,0.4927,0.5729,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Teboho Mokoena,RSA,0.6667,0.6667,0.7321,0.7447,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Themba Zwane,RSA,0.6009,0.6009,0.6988,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Joaquin Piquerez,URU,0.5252,0.5252,0.6107,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Jayden Adams,RSA,0.2299,0.2299,0.2673,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Thalente Mbatha,RSA,0.3021,0.3021,0.3312,0.749,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Federico Valverde,URU,0.8894,0.8894,0.97,0.7625,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Juan Manuel Sanabria,URU,0.0993,0.0993,0.1034,0.8879,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Nicolas de la Cruz,URU,0.1385,0.1385,0.1562,0.676,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Nicolas Fonseca,URU,0.043,0.043,0.05,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Maxi Araujo,URU,0.9094,0.9094,0.97,0.8214,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Cristian Roldan,USA,0.0607,0.0607,0.0706,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Tanner Tessmann,USA,0.318,0.318,0.3698,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Brenden Aaronson,USA,0.0812,0.0812,0.089,0.7476,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Manuel Ugarte,URU,0.8533,0.8533,0.9276,0.7713,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Emiliano Martinez Toranza,URU,0.0473,0.0473,0.0518,0.7547,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Aidan Morris,USA,0.5477,0.5477,0.6368,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Sebastian Berhalter,USA,0.6315,0.6315,0.6674,0.8464,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Jefferson Lerma,COL,0.6382,0.6382,0.6935,0.7721,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
James Rodriguez,COL,0.6752,0.6752,0.7174,0.8321,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Juan Quintero,COL,0.0444,0.0444,0.05,0.6774,unknown,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Weston McKennie,USA,0.6238,0.6238,0.7254,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Malik Tillman,USA,0.572,0.572,0.6294,0.7392,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Tyler Adams,USA,0.8095,0.8095,0.9412,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Giovanni Reyna,USA,0.3617,0.3617,0.4206,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Carlos Andres Gomez,COL,0.2535,0.2535,0.2948,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Richard Rios,COL,0.8948,0.8948,0.9189,0.9249,low_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Jhon Arias,COL,0.6681,0.6681,0.7082,0.838,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Kevin Castano,COL,0.0759,0.0759,0.0794,0.8735,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Juan Portilla,COL,0.2666,0.2666,0.31,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Jaminton Campaz,COL,0.043,0.043,0.05,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Jorge Carrascal,COL,0.2581,0.2581,0.2855,0.725,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Gustavo Puerta,COL,0.2706,0.2706,0.3146,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Alan Franco,ECU,0.0445,0.0445,0.05,0.6875,unknown,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Gonzalo Plata,ECU,0.7817,0.7817,0.8987,0.6281,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Jordy Alcivar,ECU,0.0708,0.0708,0.0823,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Alan Minda,ECU,0.3294,0.3294,0.3433,0.8837,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Pedro Vite,ECU,0.8218,0.8218,0.9556,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Yaimar Medina,ECU,0.0461,0.0461,0.05,0.7751,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Benjamin Tahirovic,BIH,0.8969,0.8969,0.9299,0.8988,low_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Armin Gigovic,BIH,0.4086,0.4086,0.4177,0.9378,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Ivan Sunjic,BIH,0.9043,0.9043,0.97,0.8066,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Amar Memic,BIH,0.64,0.64,0.6589,0.9183,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Amir Hadziahmetovic,BIH,0.0965,0.0965,0.1122,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Ivan Basic,BIH,0.3154,0.3154,0.3306,0.8687,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Ermin Mahmic,BIH,0.0456,0.0456,0.05,0.75,unknown,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Mehdi Ghayedi,IRN,0.3305,0.3305,0.3808,0.6231,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Esmir Bajraktarevic,BIH,0.7977,0.7977,0.8641,0.7804,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Kerim Alajbegovic,BIH,0.5874,0.5874,0.6089,0.8992,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Dzenis Burnic,BIH,0.1193,0.1193,0.1239,0.8955,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Kendry Paez,ECU,0.1223,0.1223,0.1244,0.9525,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Moises Caicedo,ECU,0.9009,0.9009,0.97,0.7964,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
John Yeboah,ECU,0.8649,0.8649,0.8812,0.9473,low_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Omid Noorafkan,IRN,0.1224,0.1224,0.1342,0.749,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Mohammad Ghorbani,IRN,0.0884,0.0884,0.0935,0.8423,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Saman Ghoddos,IRN,0.861,0.861,0.9354,0.7729,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Hans Vanaken,BEL,0.5081,0.5081,0.5908,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Youri Tielemans,BEL,0.6432,0.6432,0.6652,0.9055,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Kevin De Bruyne,BEL,0.9117,0.9117,0.97,0.8282,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Axel Witsel,BEL,0.3823,0.3823,0.4365,0.645,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Nicolas Raskin,BEL,0.6577,0.6577,0.6771,0.9183,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Ali Jasim,IRQ,0.6372,0.6372,0.6693,0.863,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Amadou Onana,BEL,0.6415,0.6415,0.6925,0.7896,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Zidane Iqbal,IRQ,0.301,0.301,0.3472,0.6191,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Diego Moreira,BEL,0.0453,0.0453,0.05,0.7306,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Ibrahim Bayesh,IRQ,0.8734,0.8734,0.9537,0.7592,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Marko Farji,IRQ,0.5465,0.5465,0.6354,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Zaid Ismail,IRQ,0.3868,0.3868,0.4018,0.8927,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
Hasan Abdulkareem,IRQ,0.0529,0.0529,0.0616,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_06
